,prediction,observed_value,regressor,name_short,adduct,matrix,polarity,fold
0,4.6807404,5.375443979142473,pytorch_NN,Malic acid,-H,9AA,negative,0
1,4.025651,5.3199340325654045,pytorch_NN,Taurine,-H,9AA,negative,0
2,4.4624596,5.44490784014757,pytorch_NN,N-Acetylaspartic acid,-H,9AA,negative,0
3,4.309307,3.9789439936786417,pytorch_NN,Ascorbic acid,-H,9AA,negative,0
4,5.1464667,4.852406059687796,pytorch_NN,cis-Aconitic acid,-H,9AA,negative,0
5,4.7468467,5.206625379926532,pytorch_NN,Citric acid,-H,9AA,negative,0
6,4.494687,5.939249906533922,pytorch_NN,Adenosine diphosphate,-H,9AA,negative,0
7,3.6971781,4.541898383022101,pytorch_NN,Glutamic acid,-H,9AA,negative,0
8,5.0192957,5.012308835041252,pytorch_NN,6-Phosphogluconic acid,-H,9AA,negative,0
9,5.0169086,5.164587787189345,pytorch_NN,3-Phosphoglyceric acid,-H,9AA,negative,0
10,3.7097518,5.417869002964245,pytorch_NN,Lyso PS 17:1,-H,9AA,negative,0
11,5.4814577,5.197866060993347,pytorch_NN,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,3.2243786,5.076314327370768,pytorch_NN,Carnosine,-H,9AA,negative,0
13,3.5946717,4.2583717408536526,pytorch_NN,Cholic acid,-H,9AA,negative,0
14,3.7832088,4.208115674739658,pytorch_NN,Aspartic acid,-H,9AA,negative,0
15,3.627246,5.004369745474085,pytorch_NN,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,3.4928677,4.0631563769843755,pytorch_NN,Citrulline,-H,9AA,negative,0
17,4.314301,0.0,pytorch_NN,Lyso PA 18:1,-H,9AA,negative,0
18,3.6592395,0.0,pytorch_NN,Lyso PC 15:0,-H,9AA,negative,0
19,4.41597,0.0,pytorch_NN,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,4.202939,0.0,pytorch_NN,Tetrahydrofolic acid,-H,9AA,negative,0
21,4.694907,0.0,pytorch_NN,Flavin mononucleotide,-H,9AA,negative,0
22,2.6204267,0.0,pytorch_NN,Thiamine,-H,9AA,negative,0
23,3.2016675,0.0,pytorch_NN,Glucosamine,-H,9AA,negative,0
24,4.1592183,0.0,pytorch_NN,Glycerophosphocholine,-H,9AA,negative,0
25,4.46678,0.0,pytorch_NN,3-Hydroxymethylglutaric acid,-H,9AA,negative,0
26,4.6052732,0.0,pytorch_NN,Nicotinamide ribotide,-H,9AA,negative,0
27,3.5289776,0.0,pytorch_NN,PC 15:0-18:1,-H,9AA,negative,0
28,4.2105002,0.0,pytorch_NN,Folic acid,-H,9AA,negative,0
29,4.0800314,0.0,pytorch_NN,Cyclic adenosine monophosphate,-H,9AA,negative,0
30,3.138413,0.0,pytorch_NN,PC (O) C16-18:1,-H,9AA,negative,0
31,4.631521,0.0,pytorch_NN,Cytidine monophosphate,-H,9AA,negative,0
32,3.6936474,0.0,pytorch_NN,S-Adenosylmethionine,-H,9AA,negative,0
33,3.0232778,0.0,pytorch_NN,Niacinamide,-H,9AA,negative,0
34,2.5724928,0.0,pytorch_NN,"N6,N6,N6-Trimethyllysine",-H,9AA,negative,0
35,2.822741,0.0,pytorch_NN,MG 18:1,-H,9AA,negative,0
36,3.7603078,0.0,pytorch_NN,Carnitine,-H,9AA,negative,0
37,1.6184467,0.0,pytorch_NN,Acetylcholine,-H,9AA,negative,0
38,0.92298055,0.0,pytorch_NN,Cholecalciferol,-H,9AA,negative,0
39,3.271292,0.0,pytorch_NN,Nicotinamide riboside,-H,9AA,negative,0
40,3.9551878,0.0,pytorch_NN,Acetylcarnitine,-H,9AA,negative,0
41,2.2969277,0.0,pytorch_NN,Spermidine,-H,9AA,negative,0
42,0.9198239,0.0,pytorch_NN,Cholesterol,-H,9AA,negative,0
43,2.2937937,0.0,pytorch_NN,Putrescine,-H,9AA,negative,0
0,5.0228033,4.29330833634685,pytorch_NN,Dihydroxyacetone phosphate,-H,9AA,negative,1
1,3.516461,4.951137084996772,pytorch_NN,Uric acid,-H,9AA,negative,1
2,4.442413,4.66198892224018,pytorch_NN,PA 16:0-18:1,-H,9AA,negative,1
3,5.2541633,4.814306627793246,pytorch_NN,2-Oxoglutaric acid,-H,9AA,negative,1
4,4.327087,5.641773056029051,pytorch_NN,Lyso PI 17:1,-H,9AA,negative,1
5,3.9303737,4.952913805825025,pytorch_NN,PG 16:0-18:1,-H,9AA,negative,1
6,5.3009305,5.577610157677287,pytorch_NN,"Fructose 1,6-bisphosphate",-H,9AA,negative,1
7,5.024667,5.087021412007154,pytorch_NN,Glucose 6-phosphate,-H,9AA,negative,1
8,3.6846063,3.60146760068405,pytorch_NN,Serine,-H,9AA,negative,1
9,3.1443484,2.9715890912775222,pytorch_NN,gamma-Aminobutyric acid,-H,9AA,negative,1
10,2.6988962,3.508502825546985,pytorch_NN,GlcCer d18:1/18:0,-H,9AA,negative,1
11,3.3330374,3.4068141934002796,pytorch_NN,Adenine,-H,9AA,negative,1
12,3.4181206,5.33188795094239,pytorch_NN,Lyso PE 18:0,-H,9AA,negative,1
13,3.4842656,4.861136433937232,pytorch_NN,Xanthine,-H,9AA,negative,1
14,3.570447,4.078243606162822,pytorch_NN,Histidine,-H,9AA,negative,1
15,4.5767937,5.544729838944959,pytorch_NN,Oxidized glutathione,-H,9AA,negative,1
16,3.1576018,3.7756861608130103,pytorch_NN,Pyridoxine,-H,9AA,negative,1
17,3.2580218,0.0,pytorch_NN,Retinoic acid,-H,9AA,negative,1
