,prediction,observed_value,regressor,name_short,adduct,matrix,polarity,fold
0,4.2052336,5.375443979142473,pytorch_NN,Malic acid,-H,9AA,negative,0
1,3.583897,5.3199340325654045,pytorch_NN,Taurine,-H,9AA,negative,0
2,4.0971384,5.44490784014757,pytorch_NN,N-Acetylaspartic acid,-H,9AA,negative,0
3,4.036906,3.9789439936786417,pytorch_NN,Ascorbic acid,-H,9AA,negative,0
4,4.7349243,4.852406059687796,pytorch_NN,cis-Aconitic acid,-H,9AA,negative,0
5,4.5249276,5.206625379926532,pytorch_NN,Citric acid,-H,9AA,negative,0
6,4.463336,5.939249906533922,pytorch_NN,Adenosine diphosphate,-H,9AA,negative,0
7,3.596075,4.541898383022101,pytorch_NN,Glutamic acid,-H,9AA,negative,0
8,4.8530564,5.012308835041252,pytorch_NN,6-Phosphogluconic acid,-H,9AA,negative,0
9,4.7070675,5.164587787189345,pytorch_NN,3-Phosphoglyceric acid,-H,9AA,negative,0
10,3.8205006,5.417869002964245,pytorch_NN,Lyso PS 17:1,-H,9AA,negative,0
11,4.902142,5.197866060993347,pytorch_NN,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,3.225665,5.076314327370768,pytorch_NN,Carnosine,-H,9AA,negative,0
13,3.512367,4.2583717408536526,pytorch_NN,Cholic acid,-H,9AA,negative,0
14,3.5989504,4.208115674739658,pytorch_NN,Aspartic acid,-H,9AA,negative,0
15,3.6395276,5.004369745474085,pytorch_NN,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,3.596815,4.0631563769843755,pytorch_NN,Citrulline,-H,9AA,negative,0
17,4.1461525,0.0,pytorch_NN,Lyso PA 18:1,-H,9AA,negative,0
18,3.0547938,0.0,pytorch_NN,Lyso PC 15:0,-H,9AA,negative,0
19,4.3524933,0.0,pytorch_NN,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,4.300931,0.0,pytorch_NN,Tetrahydrofolic acid,-H,9AA,negative,0
21,4.697353,0.0,pytorch_NN,Flavin mononucleotide,-H,9AA,negative,0
22,1.7895343,0.0,pytorch_NN,Thiamine,-H,9AA,negative,0
23,2.9416528,0.0,pytorch_NN,Glucosamine,-H,9AA,negative,0
24,3.7700963,0.0,pytorch_NN,Glycerophosphocholine,-H,9AA,negative,0
25,4.0728116,0.0,pytorch_NN,3-Hydroxymethylglutaric acid,-H,9AA,negative,0
26,4.4237785,0.0,pytorch_NN,Nicotinamide ribotide,-H,9AA,negative,0
27,2.227248,0.0,pytorch_NN,PC 15:0-18:1,-H,9AA,negative,0
28,4.249807,0.0,pytorch_NN,Folic acid,-H,9AA,negative,0
29,3.956574,0.0,pytorch_NN,Cyclic adenosine monophosphate,-H,9AA,negative,0
30,2.032898,0.0,pytorch_NN,PC (O) C16-18:1,-H,9AA,negative,0
31,4.506427,0.0,pytorch_NN,Cytidine monophosphate,-H,9AA,negative,0
32,3.4910243,0.0,pytorch_NN,S-Adenosylmethionine,-H,9AA,negative,0
33,2.7048326,0.0,pytorch_NN,Niacinamide,-H,9AA,negative,0
34,2.600051,0.0,pytorch_NN,"N6,N6,N6-Trimethyllysine",-H,9AA,negative,0
35,1.8468907,0.0,pytorch_NN,MG 18:1,-H,9AA,negative,0
36,3.0997238,0.0,pytorch_NN,Carnitine,-H,9AA,negative,0
37,0.91175985,0.0,pytorch_NN,Acetylcholine,-H,9AA,negative,0
