,prediction,observed_value,regressor,name_short,adduct,matrix,polarity,fold
0,4.2942834,5.375443979142473,pytorch_NN,Malic acid,-H,9AA,negative,0
1,3.5646617,5.3199340325654045,pytorch_NN,Taurine,-H,9AA,negative,0
2,4.266277,5.44490784014757,pytorch_NN,N-Acetylaspartic acid,-H,9AA,negative,0
3,4.1822624,3.9789439936786417,pytorch_NN,Ascorbic acid,-H,9AA,negative,0
4,5.054562,4.852406059687796,pytorch_NN,cis-Aconitic acid,-H,9AA,negative,0
5,4.67849,5.206625379926532,pytorch_NN,Citric acid,-H,9AA,negative,0
6,4.649516,5.939249906533922,pytorch_NN,Adenosine diphosphate,-H,9AA,negative,0
7,3.5640292,4.541898383022101,pytorch_NN,Glutamic acid,-H,9AA,negative,0
8,5.041575,5.012308835041252,pytorch_NN,6-Phosphogluconic acid,-H,9AA,negative,0
9,4.7093263,5.164587787189345,pytorch_NN,3-Phosphoglyceric acid,-H,9AA,negative,0
10,3.9853783,5.417869002964245,pytorch_NN,Lyso PS 17:1,-H,9AA,negative,0
11,5.161071,5.197866060993347,pytorch_NN,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,3.222128,5.076314327370768,pytorch_NN,Carnosine,-H,9AA,negative,0
13,3.6406379,4.2583717408536526,pytorch_NN,Cholic acid,-H,9AA,negative,0
14,3.5526912,4.208115674739658,pytorch_NN,Aspartic acid,-H,9AA,negative,0
15,3.611759,5.004369745474085,pytorch_NN,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,3.4913502,4.0631563769843755,pytorch_NN,Citrulline,-H,9AA,negative,0
17,4.2437906,0.0,pytorch_NN,Lyso PA 18:1,-H,9AA,negative,0
18,3.4161677,0.0,pytorch_NN,Lyso PC 15:0,-H,9AA,negative,0
19,4.396799,0.0,pytorch_NN,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,4.418209,0.0,pytorch_NN,Tetrahydrofolic acid,-H,9AA,negative,0
21,5.013542,0.0,pytorch_NN,Flavin mononucleotide,-H,9AA,negative,0
22,2.5969615,0.0,pytorch_NN,Thiamine,-H,9AA,negative,0
23,3.125891,0.0,pytorch_NN,Glucosamine,-H,9AA,negative,0
24,4.0994244,0.0,pytorch_NN,Glycerophosphocholine,-H,9AA,negative,0
25,4.2513957,0.0,pytorch_NN,3-Hydroxymethylglutaric acid,-H,9AA,negative,0
26,4.616433,0.0,pytorch_NN,Nicotinamide ribotide,-H,9AA,negative,0
27,3.0897408,0.0,pytorch_NN,PC 15:0-18:1,-H,9AA,negative,0
28,4.4582696,0.0,pytorch_NN,Folic acid,-H,9AA,negative,0
29,4.1628647,0.0,pytorch_NN,Cyclic adenosine monophosphate,-H,9AA,negative,0
30,2.6387062,0.0,pytorch_NN,PC (O) C16-18:1,-H,9AA,negative,0
31,4.709738,0.0,pytorch_NN,Cytidine monophosphate,-H,9AA,negative,0
32,3.5860121,0.0,pytorch_NN,S-Adenosylmethionine,-H,9AA,negative,0
33,2.9625566,0.0,pytorch_NN,Niacinamide,-H,9AA,negative,0
34,2.68326,0.0,pytorch_NN,"N6,N6,N6-Trimethyllysine",-H,9AA,negative,0
35,2.4504995,0.0,pytorch_NN,MG 18:1,-H,9AA,negative,0
36,3.612444,0.0,pytorch_NN,Carnitine,-H,9AA,negative,0
37,2.311688,0.0,pytorch_NN,Acetylcholine,-H,9AA,negative,0
38,1.2441401,0.0,pytorch_NN,Cholecalciferol,-H,9AA,negative,0
39,3.3279338,0.0,pytorch_NN,Nicotinamide riboside,-H,9AA,negative,0
40,3.5146081,0.0,pytorch_NN,Acetylcarnitine,-H,9AA,negative,0
41,2.4058564,0.0,pytorch_NN,Spermidine,-H,9AA,negative,0
42,1.2364473,0.0,pytorch_NN,Cholesterol,-H,9AA,negative,0
43,2.522286,0.0,pytorch_NN,Putrescine,-H,9AA,negative,0
0,4.726555,4.29330833634685,pytorch_NN,Dihydroxyacetone phosphate,-H,9AA,negative,1
1,3.5242965,4.951137084996772,pytorch_NN,Uric acid,-H,9AA,negative,1
2,4.448038,4.66198892224018,pytorch_NN,PA 16:0-18:1,-H,9AA,negative,1
3,4.8962994,4.814306627793246,pytorch_NN,2-Oxoglutaric acid,-H,9AA,negative,1
4,4.4567847,5.641773056029051,pytorch_NN,Lyso PI 17:1,-H,9AA,negative,1
