,prediction,observed_value,regressor,name_short,adduct,matrix,polarity,fold
0,4.439604,5.375443979142473,pytorch_NN,Malic acid,-H,9AA,negative,0
1,3.4562342,5.3199340325654045,pytorch_NN,Taurine,-H,9AA,negative,0
2,4.2717366,5.44490784014757,pytorch_NN,N-Acetylaspartic acid,-H,9AA,negative,0
3,4.153712,3.9789439936786417,pytorch_NN,Ascorbic acid,-H,9AA,negative,0
4,5.093554,4.852406059687796,pytorch_NN,cis-Aconitic acid,-H,9AA,negative,0
5,4.81411,5.206625379926532,pytorch_NN,Citric acid,-H,9AA,negative,0
6,4.7687955,5.939249906533922,pytorch_NN,Adenosine diphosphate,-H,9AA,negative,0
7,3.4922445,4.541898383022101,pytorch_NN,Glutamic acid,-H,9AA,negative,0
8,5.296279,5.012308835041252,pytorch_NN,6-Phosphogluconic acid,-H,9AA,negative,0
9,5.0551777,5.164587787189345,pytorch_NN,3-Phosphoglyceric acid,-H,9AA,negative,0
10,3.8559232,5.417869002964245,pytorch_NN,Lyso PS 17:1,-H,9AA,negative,0
11,5.324172,5.197866060993347,pytorch_NN,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,3.2080982,5.076314327370768,pytorch_NN,Carnosine,-H,9AA,negative,0
13,3.5145698,4.2583717408536526,pytorch_NN,Cholic acid,-H,9AA,negative,0
14,3.4881835,4.208115674739658,pytorch_NN,Aspartic acid,-H,9AA,negative,0
15,3.7631357,5.004369745474085,pytorch_NN,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,3.3527431,4.0631563769843755,pytorch_NN,Citrulline,-H,9AA,negative,0
17,4.3314657,0.0,pytorch_NN,Lyso PA 18:1,-H,9AA,negative,0
18,3.4739301,0.0,pytorch_NN,Lyso PC 15:0,-H,9AA,negative,0
19,4.7919903,0.0,pytorch_NN,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,4.466936,0.0,pytorch_NN,Tetrahydrofolic acid,-H,9AA,negative,0
21,4.99342,0.0,pytorch_NN,Flavin mononucleotide,-H,9AA,negative,0
22,2.8163872,0.0,pytorch_NN,Thiamine,-H,9AA,negative,0
23,3.286993,0.0,pytorch_NN,Glucosamine,-H,9AA,negative,0
24,3.9014173,0.0,pytorch_NN,Glycerophosphocholine,-H,9AA,negative,0
