,prediction,observed_value,regressor,name_short,adduct,matrix,polarity,fold
0,4.451835,5.375443979142473,pytorch_NN,Malic acid,-H,9AA,negative,0
1,2.7622426,5.3199340325654045,pytorch_NN,Taurine,-H,9AA,negative,0
2,4.325997,5.44490784014757,pytorch_NN,N-Acetylaspartic acid,-H,9AA,negative,0
3,4.259253,3.9789439936786417,pytorch_NN,Ascorbic acid,-H,9AA,negative,0
4,4.847054,4.852406059687796,pytorch_NN,cis-Aconitic acid,-H,9AA,negative,0
5,4.6852674,5.206625379926532,pytorch_NN,Citric acid,-H,9AA,negative,0
6,4.9637103,5.939249906533922,pytorch_NN,Adenosine diphosphate,-H,9AA,negative,0
7,3.6507847,4.541898383022101,pytorch_NN,Glutamic acid,-H,9AA,negative,0
8,5.003894,5.012308835041252,pytorch_NN,6-Phosphogluconic acid,-H,9AA,negative,0
9,4.7567058,5.164587787189345,pytorch_NN,3-Phosphoglyceric acid,-H,9AA,negative,0
10,4.2172084,5.417869002964245,pytorch_NN,Lyso PS 17:1,-H,9AA,negative,0
11,4.9850903,5.197866060993347,pytorch_NN,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,3.2826762,5.076314327370768,pytorch_NN,Carnosine,-H,9AA,negative,0
13,3.6867666,4.2583717408536526,pytorch_NN,Cholic acid,-H,9AA,negative,0
14,3.5500422,4.208115674739658,pytorch_NN,Aspartic acid,-H,9AA,negative,0
15,3.923068,5.004369745474085,pytorch_NN,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,3.5437005,4.0631563769843755,pytorch_NN,Citrulline,-H,9AA,negative,0
17,4.4649096,0.0,pytorch_NN,Lyso PA 18:1,-H,9AA,negative,0
18,3.5532722,0.0,pytorch_NN,Lyso PC 15:0,-H,9AA,negative,0
19,5.0208635,0.0,pytorch_NN,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,4.7701902,0.0,pytorch_NN,Tetrahydrofolic acid,-H,9AA,negative,0
21,5.0650783,0.0,pytorch_NN,Flavin mononucleotide,-H,9AA,negative,0
22,2.7980323,0.0,pytorch_NN,Thiamine,-H,9AA,negative,0
23,3.272551,0.0,pytorch_NN,Glucosamine,-H,9AA,negative,0
24,4.038306,0.0,pytorch_NN,Glycerophosphocholine,-H,9AA,negative,0
25,4.3285627,0.0,pytorch_NN,3-Hydroxymethylglutaric acid,-H,9AA,negative,0
26,4.8540525,0.0,pytorch_NN,Nicotinamide ribotide,-H,9AA,negative,0
27,3.479692,0.0,pytorch_NN,PC 15:0-18:1,-H,9AA,negative,0
28,4.7733216,0.0,pytorch_NN,Folic acid,-H,9AA,negative,0
29,4.48123,0.0,pytorch_NN,Cyclic adenosine monophosphate,-H,9AA,negative,0
30,3.240985,0.0,pytorch_NN,PC (O) C16-18:1,-H,9AA,negative,0
31,4.915233,0.0,pytorch_NN,Cytidine monophosphate,-H,9AA,negative,0
32,3.9914227,0.0,pytorch_NN,S-Adenosylmethionine,-H,9AA,negative,0
33,3.084559,0.0,pytorch_NN,Niacinamide,-H,9AA,negative,0
34,2.4475074,0.0,pytorch_NN,"N6,N6,N6-Trimethyllysine",-H,9AA,negative,0
35,2.8241296,0.0,pytorch_NN,MG 18:1,-H,9AA,negative,0
36,3.5330257,0.0,pytorch_NN,Carnitine,-H,9AA,negative,0
37,2.3872428,0.0,pytorch_NN,Acetylcholine,-H,9AA,negative,0
38,1.5863839,0.0,pytorch_NN,Cholecalciferol,-H,9AA,negative,0
39,3.383502,0.0,pytorch_NN,Nicotinamide riboside,-H,9AA,negative,0
40,3.5704787,0.0,pytorch_NN,Acetylcarnitine,-H,9AA,negative,0
41,2.2769165,0.0,pytorch_NN,Spermidine,-H,9AA,negative,0
42,1.5846329,0.0,pytorch_NN,Cholesterol,-H,9AA,negative,0
43,2.3799467,0.0,pytorch_NN,Putrescine,-H,9AA,negative,0
0,4.6635523,4.29330833634685,pytorch_NN,Dihydroxyacetone phosphate,-H,9AA,negative,1
1,3.339065,4.951137084996772,pytorch_NN,Uric acid,-H,9AA,negative,1
2,3.8884554,4.66198892224018,pytorch_NN,PA 16:0-18:1,-H,9AA,negative,1
3,4.7112617,4.814306627793246,pytorch_NN,2-Oxoglutaric acid,-H,9AA,negative,1
4,4.419799,5.641773056029051,pytorch_NN,Lyso PI 17:1,-H,9AA,negative,1
5,3.9145103,4.952913805825025,pytorch_NN,PG 16:0-18:1,-H,9AA,negative,1
6,5.022937,5.577610157677287,pytorch_NN,"Fructose 1,6-bisphosphate",-H,9AA,negative,1
7,4.7875266,5.087021412007154,pytorch_NN,Glucose 6-phosphate,-H,9AA,negative,1
8,3.4153032,3.60146760068405,pytorch_NN,Serine,-H,9AA,negative,1
9,3.045282,2.9715890912775222,pytorch_NN,gamma-Aminobutyric acid,-H,9AA,negative,1
10,3.2344172,3.508502825546985,pytorch_NN,GlcCer d18:1/18:0,-H,9AA,negative,1
11,3.1611805,3.4068141934002796,pytorch_NN,Adenine,-H,9AA,negative,1
12,3.3356593,5.33188795094239,pytorch_NN,Lyso PE 18:0,-H,9AA,negative,1
13,3.213563,4.861136433937232,pytorch_NN,Xanthine,-H,9AA,negative,1
14,3.39572,4.078243606162822,pytorch_NN,Histidine,-H,9AA,negative,1
15,4.568324,5.544729838944959,pytorch_NN,Oxidized glutathione,-H,9AA,negative,1
16,3.0941017,3.7756861608130103,pytorch_NN,Pyridoxine,-H,9AA,negative,1
17,3.020783,0.0,pytorch_NN,Retinoic acid,-H,9AA,negative,1
18,3.0352645,0.0,pytorch_NN,Palmitic acid,-H,9AA,negative,1
19,3.0727367,0.0,pytorch_NN,Agmatine,-H,9AA,negative,1
20,2.5774136,0.0,pytorch_NN,Choline,-H,9AA,negative,1
21,2.428422,0.0,pytorch_NN,Malic acid,+Cl,9AA,negative,1
22,2.6431289,0.0,pytorch_NN,Oxalacetic acid,+Cl,9AA,negative,1
23,2.504701,0.0,pytorch_NN,N-Acetylaspartic acid,+Cl,9AA,negative,1
24,2.4941764,0.0,pytorch_NN,Ascorbic acid,+Cl,9AA,negative,1
25,2.776731,0.0,pytorch_NN,cis-Aconitic acid,+Cl,9AA,negative,1
26,2.5982502,0.0,pytorch_NN,Citric acid,+Cl,9AA,negative,1
27,2.507924,0.0,pytorch_NN,Adenosine diphosphate,+Cl,9AA,negative,1
28,2.447775,0.0,pytorch_NN,6-Phosphogluconic acid,+Cl,9AA,negative,1
29,2.439363,0.0,pytorch_NN,3-Phosphoglyceric acid,+Cl,9AA,negative,1
30,2.5866454,0.0,pytorch_NN,Phosphoenolpyruvic acid,+Cl,9AA,negative,1
31,2.374704,0.0,pytorch_NN,Dihydroxyacetone phosphate,+Cl,9AA,negative,1
32,2.7420511,0.0,pytorch_NN,Cholic acid,+Cl,9AA,negative,1
33,2.2946286,0.0,pytorch_NN,Aspartic acid,+Cl,9AA,negative,1
34,2.3421907,0.0,pytorch_NN,Serine,+Cl,9AA,negative,1
35,2.5298867,0.0,pytorch_NN,gamma-Aminobutyric acid,+Cl,9AA,negative,1
36,2.6470714,0.0,pytorch_NN,Lyso PE 18:0,+Cl,9AA,negative,1
37,2.427383,0.0,pytorch_NN,Histidine,+Cl,9AA,negative,1
38,2.3469605,0.0,pytorch_NN,Oxidized glutathione,+Cl,9AA,negative,1
39,2.3566222,0.0,pytorch_NN,Argininosuccinic acid,+Cl,9AA,negative,1
40,2.3383176,0.0,pytorch_NN,Quinolinic acid,+Cl,9AA,negative,1
41,2.7964756,0.0,pytorch_NN,Hypoxanthine,+Cl,9AA,negative,1
42,2.6690474,0.0,pytorch_NN,Coenzyme A,+Cl,9AA,negative,1
43,2.7204301,0.0,pytorch_NN,Creatinine,+Cl,9AA,negative,1
0,4.9633646,5.187259868417889,pytorch_NN,Myo-inositol 1-phosphate,-H,9AA,negative,2
1,4.744418,4.851807597865303,pytorch_NN,Malonic acid,-H,9AA,negative,2
2,4.5221443,4.987449242191788,pytorch_NN,PI 16:0-18:1,-H,9AA,negative,2
3,4.5992155,4.78146499660177,pytorch_NN,Succinic acid,-H,9AA,negative,2
4,4.7789392,4.723556475765371,pytorch_NN,Glycerol 3-phosphate,-H,9AA,negative,2
5,4.892712,4.865973351827255,pytorch_NN,Ribulose 5-phosphate,-H,9AA,negative,2
6,4.365591,4.714115980594938,pytorch_NN,Gluconic acid,-H,9AA,negative,2
7,3.978551,4.279287089640111,pytorch_NN,Mevalonic acid,-H,9AA,negative,2
8,4.3169346,4.443890343962045,pytorch_NN,Argininosuccinic acid,-H,9AA,negative,2
9,4.714136,4.404749585288414,pytorch_NN,Quinolinic acid,-H,9AA,negative,2
10,4.4931545,4.8677908785114905,pytorch_NN,Glucosamine 6-phosphate,-H,9AA,negative,2
11,3.435563,3.588718548033654,pytorch_NN,Hypoxanthine,-H,9AA,negative,2
12,3.3488152,3.7815044163374036,pytorch_NN,Arginine,-H,9AA,negative,2
13,5.3815494,3.8008710262539327,pytorch_NN,Coenzyme A,-H,9AA,negative,2
14,3.4767644,2.5329693079368925,pytorch_NN,Cytosine,-H,9AA,negative,2
15,3.059549,3.328813314275123,pytorch_NN,Creatinine,-H,9AA,negative,2
16,5.103959,3.4808243581367546,pytorch_NN,Phosphocreatine,-H,9AA,negative,2
17,2.6523216,0.0,pytorch_NN,2-Oxoglutaric acid,+Cl,9AA,negative,2
18,2.7394612,0.0,pytorch_NN,Lyso PI 17:1,+Cl,9AA,negative,2
19,2.9624853,0.0,pytorch_NN,PG 16:0-18:1,+Cl,9AA,negative,2
20,2.4484046,0.0,pytorch_NN,"Fructose 1,6-bisphosphate",+Cl,9AA,negative,2
21,2.2416573,0.0,pytorch_NN,Malonic acid,+Cl,9AA,negative,2
22,2.8588445,0.0,pytorch_NN,PI 16:0-18:1,+Cl,9AA,negative,2
23,2.3995688,0.0,pytorch_NN,Fumaric acid,+Cl,9AA,negative,2
24,2.4789479,0.0,pytorch_NN,Succinic acid,+Cl,9AA,negative,2
25,2.5055146,0.0,pytorch_NN,Gluconic acid,+Cl,9AA,negative,2
26,3.1342678,0.0,pytorch_NN,Cardiolipin 18:1,+Cl,9AA,negative,2
27,2.7266037,0.0,pytorch_NN,PI(5)P 18:1,+Cl,9AA,negative,2
28,2.817427,0.0,pytorch_NN,Lyso PG 16:0,+Cl,9AA,negative,2
29,2.4723,0.0,pytorch_NN,Ureidosuccinic acid,+Cl,9AA,negative,2
30,2.3458128,0.0,pytorch_NN,Creatine,+Cl,9AA,negative,2
31,2.0093558,0.0,pytorch_NN,Nicotinic acid,+Cl,9AA,negative,2
32,2.8149436,0.0,pytorch_NN,Acetyl-CoA,+Cl,9AA,negative,2
33,2.649012,0.0,pytorch_NN,Taurocholic acid,+Cl,9AA,negative,2
34,2.8450584,0.0,pytorch_NN,"Nicotinamide adenine dinucleotide, reduced (NADH)",+Cl,9AA,negative,2
35,2.8621535,0.0,pytorch_NN,Nicotinamide adenine dinucleotide (NAD),+Cl,9AA,negative,2
36,2.5273287,0.0,pytorch_NN,N-Acetylgalactosamine 6-phosphate,+Cl,9AA,negative,2
37,2.7410426,0.0,pytorch_NN,Sulfo GalCer 18:0(2S-OH),+Cl,9AA,negative,2
38,2.71806,0.0,pytorch_NN,Tetrahydrofolic acid,+Cl,9AA,negative,2
39,2.8676713,0.0,pytorch_NN,Palmitoyl-CoA,+Cl,9AA,negative,2
40,2.8688478,0.0,pytorch_NN,Flavin adenine dinucleotide,+Cl,9AA,negative,2
41,2.4531753,0.0,pytorch_NN,Thiamine,+Cl,9AA,negative,2
42,1.7378206,0.0,pytorch_NN,Proline,+Cl,9AA,negative,2
43,2.0649495,0.0,pytorch_NN,Valine,+Cl,9AA,negative,2
0,4.870689,3.1003127042707233,pytorch_NN,Cardiolipin 18:1,-H,9AA,negative,3
1,5.1569304,4.6599629341036595,pytorch_NN,PI(5)P 18:1,-H,9AA,negative,3
