,prediction,observed_value,regressor,name_short,adduct,matrix,polarity,fold
0,3.8373508,5.375443979142473,pytorch_NN,Malic acid,-H,9AA,negative,0
1,3.6989548,5.3199340325654045,pytorch_NN,Taurine,-H,9AA,negative,0
2,3.7064414,5.44490784014757,pytorch_NN,N-Acetylaspartic acid,-H,9AA,negative,0
3,3.837715,3.9789439936786417,pytorch_NN,Ascorbic acid,-H,9AA,negative,0
4,3.7210808,4.852406059687796,pytorch_NN,cis-Aconitic acid,-H,9AA,negative,0
5,3.8406758,5.206625379926532,pytorch_NN,Citric acid,-H,9AA,negative,0
6,3.6992273,5.939249906533922,pytorch_NN,Adenosine diphosphate,-H,9AA,negative,0
7,3.8355784,4.541898383022101,pytorch_NN,Glutamic acid,-H,9AA,negative,0
8,3.7555275,5.012308835041252,pytorch_NN,6-Phosphogluconic acid,-H,9AA,negative,0
9,3.8377802,5.164587787189345,pytorch_NN,3-Phosphoglyceric acid,-H,9AA,negative,0
10,3.8436363,5.417869002964245,pytorch_NN,Lyso PS 17:1,-H,9AA,negative,0
11,3.7185793,5.197866060993347,pytorch_NN,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,3.7970996,5.076314327370768,pytorch_NN,Carnosine,-H,9AA,negative,0
13,3.8296046,4.2583717408536526,pytorch_NN,Cholic acid,-H,9AA,negative,0
14,3.7463613,4.208115674739658,pytorch_NN,Aspartic acid,-H,9AA,negative,0
15,3.8433552,5.004369745474085,pytorch_NN,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,3.8436005,4.0631563769843755,pytorch_NN,Citrulline,-H,9AA,negative,0
17,3.698017,0.0,pytorch_NN,Lyso PA 18:1,-H,9AA,negative,0
18,3.8397863,0.0,pytorch_NN,Lyso PC 15:0,-H,9AA,negative,0
19,3.7014217,0.0,pytorch_NN,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,3.8414652,0.0,pytorch_NN,Tetrahydrofolic acid,-H,9AA,negative,0
21,3.8363776,0.0,pytorch_NN,Flavin mononucleotide,-H,9AA,negative,0
22,3.829407,0.0,pytorch_NN,Thiamine,-H,9AA,negative,0
23,3.703181,0.0,pytorch_NN,Glucosamine,-H,9AA,negative,0
24,3.8360164,0.0,pytorch_NN,Glycerophosphocholine,-H,9AA,negative,0
25,3.8396373,0.0,pytorch_NN,3-Hydroxymethylglutaric acid,-H,9AA,negative,0
26,3.8443737,0.0,pytorch_NN,Nicotinamide ribotide,-H,9AA,negative,0
27,3.8403482,0.0,pytorch_NN,PC 15:0-18:1,-H,9AA,negative,0
28,3.83844,0.0,pytorch_NN,Folic acid,-H,9AA,negative,0
29,3.7163107,0.0,pytorch_NN,Cyclic adenosine monophosphate,-H,9AA,negative,0
30,3.8385754,0.0,pytorch_NN,PC (O) C16-18:1,-H,9AA,negative,0
31,3.6978288,0.0,pytorch_NN,Cytidine monophosphate,-H,9AA,negative,0
32,3.8278348,0.0,pytorch_NN,S-Adenosylmethionine,-H,9AA,negative,0
33,3.8215206,0.0,pytorch_NN,Niacinamide,-H,9AA,negative,0
34,3.8376973,0.0,pytorch_NN,"N6,N6,N6-Trimethyllysine",-H,9AA,negative,0
35,3.702147,0.0,pytorch_NN,MG 18:1,-H,9AA,negative,0
36,3.8305552,0.0,pytorch_NN,Carnitine,-H,9AA,negative,0
37,3.8343956,0.0,pytorch_NN,Acetylcholine,-H,9AA,negative,0
38,3.7045643,0.0,pytorch_NN,Cholecalciferol,-H,9AA,negative,0
39,3.698724,0.0,pytorch_NN,Nicotinamide riboside,-H,9AA,negative,0
40,3.8445039,0.0,pytorch_NN,Acetylcarnitine,-H,9AA,negative,0
41,3.8363485,0.0,pytorch_NN,Spermidine,-H,9AA,negative,0
42,3.8436184,0.0,pytorch_NN,Cholesterol,-H,9AA,negative,0
43,3.830673,0.0,pytorch_NN,Putrescine,-H,9AA,negative,0
0,4.0053906,4.29330833634685,pytorch_NN,Dihydroxyacetone phosphate,-H,9AA,negative,1
1,4.102818,4.951137084996772,pytorch_NN,Uric acid,-H,9AA,negative,1
2,3.8999577,4.66198892224018,pytorch_NN,PA 16:0-18:1,-H,9AA,negative,1
3,3.829396,4.814306627793246,pytorch_NN,2-Oxoglutaric acid,-H,9AA,negative,1
4,4.055383,5.641773056029051,pytorch_NN,Lyso PI 17:1,-H,9AA,negative,1
5,3.8492653,4.952913805825025,pytorch_NN,PG 16:0-18:1,-H,9AA,negative,1
6,3.8783393,5.577610157677287,pytorch_NN,"Fructose 1,6-bisphosphate",-H,9AA,negative,1
7,3.9381804,5.087021412007154,pytorch_NN,Glucose 6-phosphate,-H,9AA,negative,1
8,3.8305407,3.60146760068405,pytorch_NN,Serine,-H,9AA,negative,1
9,4.0370736,2.9715890912775222,pytorch_NN,gamma-Aminobutyric acid,-H,9AA,negative,1
10,3.8721125,3.508502825546985,pytorch_NN,GlcCer d18:1/18:0,-H,9AA,negative,1
11,3.8948963,3.4068141934002796,pytorch_NN,Adenine,-H,9AA,negative,1
12,3.8953512,5.33188795094239,pytorch_NN,Lyso PE 18:0,-H,9AA,negative,1
13,3.8805373,4.861136433937232,pytorch_NN,Xanthine,-H,9AA,negative,1
14,3.879841,4.078243606162822,pytorch_NN,Histidine,-H,9AA,negative,1
15,3.8564901,5.544729838944959,pytorch_NN,Oxidized glutathione,-H,9AA,negative,1
16,3.8207235,3.7756861608130103,pytorch_NN,Pyridoxine,-H,9AA,negative,1
17,3.8297253,0.0,pytorch_NN,Retinoic acid,-H,9AA,negative,1
18,3.8808737,0.0,pytorch_NN,Palmitic acid,-H,9AA,negative,1
19,3.9942155,0.0,pytorch_NN,Agmatine,-H,9AA,negative,1
20,3.9965723,0.0,pytorch_NN,Choline,-H,9AA,negative,1
21,2.5099976,0.0,pytorch_NN,Malic acid,+Cl,9AA,negative,1
22,2.4539595,0.0,pytorch_NN,Oxalacetic acid,+Cl,9AA,negative,1
23,2.4337463,0.0,pytorch_NN,N-Acetylaspartic acid,+Cl,9AA,negative,1
24,2.4936743,0.0,pytorch_NN,Ascorbic acid,+Cl,9AA,negative,1
25,2.4364252,0.0,pytorch_NN,cis-Aconitic acid,+Cl,9AA,negative,1
26,2.5875316,0.0,pytorch_NN,Citric acid,+Cl,9AA,negative,1
27,2.4662702,0.0,pytorch_NN,Adenosine diphosphate,+Cl,9AA,negative,1
28,2.5163453,0.0,pytorch_NN,6-Phosphogluconic acid,+Cl,9AA,negative,1
29,2.5873613,0.0,pytorch_NN,3-Phosphoglyceric acid,+Cl,9AA,negative,1
30,2.4361825,0.0,pytorch_NN,Phosphoenolpyruvic acid,+Cl,9AA,negative,1
31,2.587649,0.0,pytorch_NN,Dihydroxyacetone phosphate,+Cl,9AA,negative,1
32,2.4713204,0.0,pytorch_NN,Cholic acid,+Cl,9AA,negative,1
33,2.4387708,0.0,pytorch_NN,Aspartic acid,+Cl,9AA,negative,1
34,2.4377472,0.0,pytorch_NN,Serine,+Cl,9AA,negative,1
