,prediction,observed_value,regressor,name_short,adduct,matrix,polarity,fold
0,3.8876972,5.375443979142473,pytorch_NN,Malic acid,-H,9AA,negative,0
1,3.5024927,5.3199340325654045,pytorch_NN,Taurine,-H,9AA,negative,0
2,3.63274,5.44490784014757,pytorch_NN,N-Acetylaspartic acid,-H,9AA,negative,0
3,3.8286273,3.9789439936786417,pytorch_NN,Ascorbic acid,-H,9AA,negative,0
4,3.6877203,4.852406059687796,pytorch_NN,cis-Aconitic acid,-H,9AA,negative,0
5,3.875413,5.206625379926532,pytorch_NN,Citric acid,-H,9AA,negative,0
6,3.494303,5.939249906533922,pytorch_NN,Adenosine diphosphate,-H,9AA,negative,0
7,3.8435612,4.541898383022101,pytorch_NN,Glutamic acid,-H,9AA,negative,0
8,3.594513,5.012308835041252,pytorch_NN,6-Phosphogluconic acid,-H,9AA,negative,0
9,3.8671105,5.164587787189345,pytorch_NN,3-Phosphoglyceric acid,-H,9AA,negative,0
10,3.8810306,5.417869002964245,pytorch_NN,Lyso PS 17:1,-H,9AA,negative,0
11,3.6829653,5.197866060993347,pytorch_NN,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,3.7636132,5.076314327370768,pytorch_NN,Carnosine,-H,9AA,negative,0
13,3.8156548,4.2583717408536526,pytorch_NN,Cholic acid,-H,9AA,negative,0
14,3.7219675,4.208115674739658,pytorch_NN,Aspartic acid,-H,9AA,negative,0
15,3.8798718,5.004369745474085,pytorch_NN,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,3.8808832,4.0631563769843755,pytorch_NN,Citrulline,-H,9AA,negative,0
17,3.5375023,0.0,pytorch_NN,Lyso PA 18:1,-H,9AA,negative,0
18,3.8349319,0.0,pytorch_NN,Lyso PC 15:0,-H,9AA,negative,0
19,3.5724978,0.0,pytorch_NN,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,3.8766856,0.0,pytorch_NN,Tetrahydrofolic acid,-H,9AA,negative,0
21,3.8628798,0.0,pytorch_NN,Flavin mononucleotide,-H,9AA,negative,0
22,3.8149576,0.0,pytorch_NN,Thiamine,-H,9AA,negative,0
23,3.58936,0.0,pytorch_NN,Glucosamine,-H,9AA,negative,0
24,3.842663,0.0,pytorch_NN,Glycerophosphocholine,-H,9AA,negative,0
25,3.8352377,0.0,pytorch_NN,3-Hydroxymethylglutaric acid,-H,9AA,negative,0
26,3.8783586,0.0,pytorch_NN,Nicotinamide ribotide,-H,9AA,negative,0
27,3.8337798,0.0,pytorch_NN,PC 15:0-18:1,-H,9AA,negative,0
28,3.8376932,0.0,pytorch_NN,Folic acid,-H,9AA,negative,0
29,3.6760917,0.0,pytorch_NN,Cyclic adenosine monophosphate,-H,9AA,negative,0
30,3.8374152,0.0,pytorch_NN,PC (O) C16-18:1,-H,9AA,negative,0
31,3.5449367,0.0,pytorch_NN,Cytidine monophosphate,-H,9AA,negative,0
32,3.8094172,0.0,pytorch_NN,S-Adenosylmethionine,-H,9AA,negative,0
33,3.7905684,0.0,pytorch_NN,Niacinamide,-H,9AA,negative,0
34,3.8392162,0.0,pytorch_NN,"N6,N6,N6-Trimethyllysine",-H,9AA,negative,0
35,3.577685,0.0,pytorch_NN,MG 18:1,-H,9AA,negative,0
36,3.8190038,0.0,pytorch_NN,Carnitine,-H,9AA,negative,0
37,3.8459864,0.0,pytorch_NN,Acetylcholine,-H,9AA,negative,0
38,3.4737425,0.0,pytorch_NN,Cholecalciferol,-H,9AA,negative,0
39,3.5554907,0.0,pytorch_NN,Nicotinamide riboside,-H,9AA,negative,0
40,3.8781877,0.0,pytorch_NN,Acetylcarnitine,-H,9AA,negative,0
41,3.8627925,0.0,pytorch_NN,Spermidine,-H,9AA,negative,0
42,3.8809566,0.0,pytorch_NN,Cholesterol,-H,9AA,negative,0
43,3.819419,0.0,pytorch_NN,Putrescine,-H,9AA,negative,0
0,3.923948,4.29330833634685,pytorch_NN,Dihydroxyacetone phosphate,-H,9AA,negative,1
1,3.8985813,4.951137084996772,pytorch_NN,Uric acid,-H,9AA,negative,1
2,3.9508746,4.66198892224018,pytorch_NN,PA 16:0-18:1,-H,9AA,negative,1
3,4.0038176,4.814306627793246,pytorch_NN,2-Oxoglutaric acid,-H,9AA,negative,1
4,3.9127789,5.641773056029051,pytorch_NN,Lyso PI 17:1,-H,9AA,negative,1
5,4.045996,4.952913805825025,pytorch_NN,PG 16:0-18:1,-H,9AA,negative,1
