,prediction,observed_value,regressor,name_short,adduct,matrix,polarity,fold
0,3.9527612,5.375443979142473,pytorch_NN,Malic acid,-H,9AA,negative,0
1,4.125764,5.3199340325654045,pytorch_NN,Taurine,-H,9AA,negative,0
2,4.1285667,5.44490784014757,pytorch_NN,N-Acetylaspartic acid,-H,9AA,negative,0
3,4.074413,3.9789439936786417,pytorch_NN,Ascorbic acid,-H,9AA,negative,0
4,4.1288805,4.852406059687796,pytorch_NN,cis-Aconitic acid,-H,9AA,negative,0
5,3.9971423,5.206625379926532,pytorch_NN,Citric acid,-H,9AA,negative,0
6,4.1252418,5.939249906533922,pytorch_NN,Adenosine diphosphate,-H,9AA,negative,0
7,4.0495653,4.541898383022101,pytorch_NN,Glutamic acid,-H,9AA,negative,0
8,4.125162,5.012308835041252,pytorch_NN,6-Phosphogluconic acid,-H,9AA,negative,0
9,4.007639,5.164587787189345,pytorch_NN,3-Phosphoglyceric acid,-H,9AA,negative,0
10,3.9863605,5.417869002964245,pytorch_NN,Lyso PS 17:1,-H,9AA,negative,0
11,4.1285405,5.197866060993347,pytorch_NN,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,4.1151705,5.076314327370768,pytorch_NN,Carnosine,-H,9AA,negative,0
13,4.089691,4.2583717408536526,pytorch_NN,Cholic acid,-H,9AA,negative,0
14,4.132264,4.208115674739658,pytorch_NN,Aspartic acid,-H,9AA,negative,0
15,3.9857454,5.004369745474085,pytorch_NN,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,3.9863706,4.0631563769843755,pytorch_NN,Citrulline,-H,9AA,negative,0
17,4.127561,0.0,pytorch_NN,Lyso PA 18:1,-H,9AA,negative,0
18,4.064133,0.0,pytorch_NN,Lyso PC 15:0,-H,9AA,negative,0
19,4.129293,0.0,pytorch_NN,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,3.996005,0.0,pytorch_NN,Tetrahydrofolic acid,-H,9AA,negative,0
21,4.017861,0.0,pytorch_NN,Flavin mononucleotide,-H,9AA,negative,0
22,4.090054,0.0,pytorch_NN,Thiamine,-H,9AA,negative,0
23,4.130121,0.0,pytorch_NN,Glucosamine,-H,9AA,negative,0
24,4.051446,0.0,pytorch_NN,Glycerophosphocholine,-H,9AA,negative,0
25,4.063728,0.0,pytorch_NN,3-Hydroxymethylglutaric acid,-H,9AA,negative,0
26,3.987971,0.0,pytorch_NN,Nicotinamide ribotide,-H,9AA,negative,0
27,4.0656595,0.0,pytorch_NN,PC 15:0-18:1,-H,9AA,negative,0
28,4.060475,0.0,pytorch_NN,Folic acid,-H,9AA,negative,0
29,4.1280837,0.0,pytorch_NN,Cyclic adenosine monophosphate,-H,9AA,negative,0
30,4.0608435,0.0,pytorch_NN,PC (O) C16-18:1,-H,9AA,negative,0
31,4.127922,0.0,pytorch_NN,Cytidine monophosphate,-H,9AA,negative,0
32,4.092941,0.0,pytorch_NN,S-Adenosylmethionine,-H,9AA,negative,0
33,4.1036286,0.0,pytorch_NN,Niacinamide,-H,9AA,negative,0
34,4.058458,0.0,pytorch_NN,"N6,N6,N6-Trimethyllysine",-H,9AA,negative,0
35,4.1295476,0.0,pytorch_NN,MG 18:1,-H,9AA,negative,0
36,4.087946,0.0,pytorch_NN,Carnitine,-H,9AA,negative,0
37,4.044487,0.0,pytorch_NN,Acetylcholine,-H,9AA,negative,0
38,4.124,0.0,pytorch_NN,Cholecalciferol,-H,9AA,negative,0
39,4.1284404,0.0,pytorch_NN,Nicotinamide riboside,-H,9AA,negative,0
40,3.9891245,0.0,pytorch_NN,Acetylcarnitine,-H,9AA,negative,0
41,4.018072,0.0,pytorch_NN,Spermidine,-H,9AA,negative,0
42,3.9863656,0.0,pytorch_NN,Cholesterol,-H,9AA,negative,0
43,4.0877295,0.0,pytorch_NN,Putrescine,-H,9AA,negative,0
0,4.2087817,4.29330833634685,pytorch_NN,Dihydroxyacetone phosphate,-H,9AA,negative,1
