,prediction,observed_value,regressor,name_short,adduct,matrix,polarity,fold
0,4.3264213,5.375443979142473,pytorch_NN,Malic acid,-H,9AA,negative,0
1,3.3439114,5.3199340325654045,pytorch_NN,Taurine,-H,9AA,negative,0
2,4.236027,5.44490784014757,pytorch_NN,N-Acetylaspartic acid,-H,9AA,negative,0
3,4.2060733,3.9789439936786417,pytorch_NN,Ascorbic acid,-H,9AA,negative,0
4,4.6531544,4.852406059687796,pytorch_NN,cis-Aconitic acid,-H,9AA,negative,0
5,4.485462,5.206625379926532,pytorch_NN,Citric acid,-H,9AA,negative,0
6,4.5428042,5.939249906533922,pytorch_NN,Adenosine diphosphate,-H,9AA,negative,0
7,3.7209036,4.541898383022101,pytorch_NN,Glutamic acid,-H,9AA,negative,0
8,4.7256255,5.012308835041252,pytorch_NN,6-Phosphogluconic acid,-H,9AA,negative,0
9,4.6008754,5.164587787189345,pytorch_NN,3-Phosphoglyceric acid,-H,9AA,negative,0
10,3.9588065,5.417869002964245,pytorch_NN,Lyso PS 17:1,-H,9AA,negative,0
11,4.7443523,5.197866060993347,pytorch_NN,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,3.2289042,5.076314327370768,pytorch_NN,Carnosine,-H,9AA,negative,0
13,3.5044103,4.2583717408536526,pytorch_NN,Cholic acid,-H,9AA,negative,0
14,3.737854,4.208115674739658,pytorch_NN,Aspartic acid,-H,9AA,negative,0
15,3.7576642,5.004369745474085,pytorch_NN,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,3.565751,4.0631563769843755,pytorch_NN,Citrulline,-H,9AA,negative,0
17,4.21791,0.0,pytorch_NN,Lyso PA 18:1,-H,9AA,negative,0
18,3.3397546,0.0,pytorch_NN,Lyso PC 15:0,-H,9AA,negative,0
19,4.5317745,0.0,pytorch_NN,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,4.2816105,0.0,pytorch_NN,Tetrahydrofolic acid,-H,9AA,negative,0
21,4.6829123,0.0,pytorch_NN,Flavin mononucleotide,-H,9AA,negative,0
22,2.732106,0.0,pytorch_NN,Thiamine,-H,9AA,negative,0
23,3.208291,0.0,pytorch_NN,Glucosamine,-H,9AA,negative,0
24,3.9546108,0.0,pytorch_NN,Glycerophosphocholine,-H,9AA,negative,0
25,4.2281895,0.0,pytorch_NN,3-Hydroxymethylglutaric acid,-H,9AA,negative,0
26,4.537121,0.0,pytorch_NN,Nicotinamide ribotide,-H,9AA,negative,0
27,3.0620053,0.0,pytorch_NN,PC 15:0-18:1,-H,9AA,negative,0
28,4.240258,0.0,pytorch_NN,Folic acid,-H,9AA,negative,0
29,4.1688976,0.0,pytorch_NN,Cyclic adenosine monophosphate,-H,9AA,negative,0
30,2.9287195,0.0,pytorch_NN,PC (O) C16-18:1,-H,9AA,negative,0
31,4.557412,0.0,pytorch_NN,Cytidine monophosphate,-H,9AA,negative,0
32,3.770092,0.0,pytorch_NN,S-Adenosylmethionine,-H,9AA,negative,0
33,2.9550323,0.0,pytorch_NN,Niacinamide,-H,9AA,negative,0
34,2.3843107,0.0,pytorch_NN,"N6,N6,N6-Trimethyllysine",-H,9AA,negative,0
35,2.978825,0.0,pytorch_NN,MG 18:1,-H,9AA,negative,0
36,3.3597019,0.0,pytorch_NN,Carnitine,-H,9AA,negative,0
37,2.5471,0.0,pytorch_NN,Acetylcholine,-H,9AA,negative,0
38,2.4667332,0.0,pytorch_NN,Cholecalciferol,-H,9AA,negative,0
39,3.2035081,0.0,pytorch_NN,Nicotinamide riboside,-H,9AA,negative,0
40,3.1964324,0.0,pytorch_NN,Acetylcarnitine,-H,9AA,negative,0
