,prediction,observed_value,regressor,name_short,adduct,matrix,polarity,fold
0,4.7121286,5.375443979142473,pytorch_NN_0,Malic acid,-H,9AA,negative,0
1,3.4942281,5.3199340325654045,pytorch_NN_0,Taurine,-H,9AA,negative,0
2,4.6019835,5.44490784014757,pytorch_NN_0,N-Acetylaspartic acid,-H,9AA,negative,0
3,4.48162,3.9789439936786417,pytorch_NN_0,Ascorbic acid,-H,9AA,negative,0
4,5.1628804,4.852406059687796,pytorch_NN_0,cis-Aconitic acid,-H,9AA,negative,0
5,4.9994817,5.206625379926532,pytorch_NN_0,Citric acid,-H,9AA,negative,0
6,4.993795,5.939249906533922,pytorch_NN_0,Adenosine diphosphate,-H,9AA,negative,0
7,3.8451567,4.541898383022101,pytorch_NN_0,Glutamic acid,-H,9AA,negative,0
8,5.3493013,5.012308835041252,pytorch_NN_0,6-Phosphogluconic acid,-H,9AA,negative,0
9,5.198642,5.164587787189345,pytorch_NN_0,3-Phosphoglyceric acid,-H,9AA,negative,0
10,3.9771879,5.417869002964245,pytorch_NN_0,Lyso PS 17:1,-H,9AA,negative,0
11,5.385005,5.197866060993347,pytorch_NN_0,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,3.3797052,5.076314327370768,pytorch_NN_0,Carnosine,-H,9AA,negative,0
13,3.6233432,4.2583717408536526,pytorch_NN_0,Cholic acid,-H,9AA,negative,0
14,3.874658,4.208115674739658,pytorch_NN_0,Aspartic acid,-H,9AA,negative,0
15,3.6225855,5.004369745474085,pytorch_NN_0,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,3.545562,4.063156376984376,pytorch_NN_0,Citrulline,-H,9AA,negative,0
17,4.493133,0.0,pytorch_NN_0,Lyso PA 18:1,-H,9AA,negative,0
18,3.4325416,0.0,pytorch_NN_0,Lyso PC 15:0,-H,9AA,negative,0
19,4.9024496,0.0,pytorch_NN_0,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,4.7538514,0.0,pytorch_NN_0,Tetrahydrofolic acid,-H,9AA,negative,0
21,5.120984,0.0,pytorch_NN_0,Flavin mononucleotide,-H,9AA,negative,0
22,2.1262903,0.0,pytorch_NN_0,Thiamine,-H,9AA,negative,0
23,3.3702433,0.0,pytorch_NN_0,Glucosamine,-H,9AA,negative,0
24,4.1109333,0.0,pytorch_NN_0,Glycerophosphocholine,-H,9AA,negative,0
25,4.578845,0.0,pytorch_NN_0,3-Hydroxymethylglutaric acid,-H,9AA,negative,0
26,4.980981,0.0,pytorch_NN_0,Nicotinamide ribotide,-H,9AA,negative,0
