,prediction,observed_value,regressor,name_short,adduct,matrix,polarity,fold
0,4.00982,5.375443979142473,pytorch_NN,Malic acid,-H,9AA,negative,0
1,3.739248,5.3199340325654045,pytorch_NN,Taurine,-H,9AA,negative,0
2,3.8390465,5.44490784014757,pytorch_NN,N-Acetylaspartic acid,-H,9AA,negative,0
3,4.1594105,3.9789439936786417,pytorch_NN,Ascorbic acid,-H,9AA,negative,0
4,3.9164505,4.852406059687796,pytorch_NN,cis-Aconitic acid,-H,9AA,negative,0
5,4.1684475,5.206625379926532,pytorch_NN,Citric acid,-H,9AA,negative,0
6,3.735637,5.939249906533922,pytorch_NN,Adenosine diphosphate,-H,9AA,negative,0
7,4.1840467,4.541898383022101,pytorch_NN,Glutamic acid,-H,9AA,negative,0
8,3.6953006,5.012308835041252,pytorch_NN,6-Phosphogluconic acid,-H,9AA,negative,0
9,4.1803436,5.164587787189345,pytorch_NN,3-Phosphoglyceric acid,-H,9AA,negative,0
10,4.1267996,5.417869002964245,pytorch_NN,Lyso PS 17:1,-H,9AA,negative,0
11,3.9099226,5.197866060993347,pytorch_NN,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,4.0621533,5.076314327370768,pytorch_NN,Carnosine,-H,9AA,negative,0
13,4.1341634,4.2583717408536526,pytorch_NN,Cholic acid,-H,9AA,negative,0
14,3.9795523,4.208115674739658,pytorch_NN,Aspartic acid,-H,9AA,negative,0
15,4.138609,5.004369745474085,pytorch_NN,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,4.1289306,4.0631563769843755,pytorch_NN,Citrulline,-H,9AA,negative,0
17,3.7561278,0.0,pytorch_NN,Lyso PA 18:1,-H,9AA,negative,0
18,4.1755934,0.0,pytorch_NN,Lyso PC 15:0,-H,9AA,negative,0
19,3.7744052,0.0,pytorch_NN,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,4.166314,0.0,pytorch_NN,Tetrahydrofolic acid,-H,9AA,negative,0
21,4.1816573,0.0,pytorch_NN,Flavin mononucleotide,-H,9AA,negative,0
22,4.1334085,0.0,pytorch_NN,Thiamine,-H,9AA,negative,0
23,3.7853198,0.0,pytorch_NN,Glucosamine,-H,9AA,negative,0
24,4.1839576,0.0,pytorch_NN,Glycerophosphocholine,-H,9AA,negative,0
25,4.176368,0.0,pytorch_NN,3-Hydroxymethylglutaric acid,-H,9AA,negative,0
26,4.1520987,0.0,pytorch_NN,Nicotinamide ribotide,-H,9AA,negative,0
27,4.1726437,0.0,pytorch_NN,PC 15:0-18:1,-H,9AA,negative,0
28,4.1825876,0.0,pytorch_NN,Folic acid,-H,9AA,negative,0
29,3.9004018,0.0,pytorch_NN,Cyclic adenosine monophosphate,-H,9AA,negative,0
30,4.181883,0.0,pytorch_NN,PC (O) C16-18:1,-H,9AA,negative,0
31,3.7599258,0.0,pytorch_NN,Cytidine monophosphate,-H,9AA,negative,0
32,4.127408,0.0,pytorch_NN,S-Adenosylmethionine,-H,9AA,negative,0
33,4.1000967,0.0,pytorch_NN,Niacinamide,-H,9AA,negative,0
