Feature importance (mean abs value of shap-value),Model-impact of points with high-value features,Model-impact of points with low-value features,Feature name,matrix,polarity
0.835065388798488,0.11125037228557517,-0.15988806363938046,polarizability,CMBT,positive
0.8136707604703914,0.0985344450280997,-0.12226680632110423,polarizability,DHAP,positive
0.7188613407848026,0.11125037228557517,-0.15988806363938046,polar_surface_area,CMBT,positive
0.6591020427169294,0.08426438530869361,-0.16523185742833765,polar_surface_area,DAN,positive
0.645688217147272,0.18797345557125017,-0.2017118097748576,polarizability,pNA,positive
0.6422731787227121,0.0014960040897646488,0.013539774359272895,polar_surface_area,DHB,negative
0.6097958016061217,0.054460011424395875,-0.06617787374539134,polar_surface_area,NOR,positive
0.5781867589962784,0.07136119470587683,-0.10601771865965844,polarizability,DHB,positive
0.5744860080962687,0.10639105823720717,-0.11834037623258772,polar_surface_area,CHCA,positive
0.572102125431433,-0.006052369776482176,-0.008765691193216643,polar_surface_area,CMBT,negative
0.568745733670308,0.08426438530869361,-0.16523185742833765,polarizability,DAN,positive
0.5432700703134832,0.0985344450280997,-0.12226680632110423,acceptor_count,DHAP,positive
0.5397899591526089,0.08426438530869361,-0.16523185742833765,pka_strongest_acidic,DAN,positive
0.5177771156508879,0.10639105823720717,-0.11834037623258772,pka_strongest_basic,CHCA,positive
0.5171795325477024,0.08426438530869361,-0.16523185742833765,pka_strongest_basic,DAN,positive
0.5142516153292436,0.07618803453442802,-0.07175385292466822,acceptor_count,NEDC,positive
0.5052631730099927,0.054460011424395875,-0.06617787374539134,polarizability,NOR,positive
0.502889328977468,0.10639105823720717,-0.11834037623258772,acceptor_count,CHCA,positive
0.49963122920937636,0.049721140891238996,-0.041916431764033195,acceptor_count,DAN,negative
0.4860273168475924,-0.0487569738096421,0.020673901945826176,acceptor_count,CHCA,negative
0.4757463033506263,-0.006052369776482176,-0.008765691193216643,polarizability,CMBT,negative
0.465123529459906,-0.006878768188896901,0.011453290101852153,polarizability,MAPS,negative
0.46226458635417295,0.11125037228557517,-0.15988806363938046,pka_strongest_acidic,CMBT,positive
0.4455673703019821,0.06519206191350113,-0.08970207156649078,polar_surface_area,9AA,positive
0.43582453633506246,0.18797345557125017,-0.2017118097748576,pka_strongest_basic,pNA,positive
0.4323235042155776,0.10639105823720717,-0.11834037623258772,polarizability,CHCA,positive
0.43085564042848346,0.07618803453442802,-0.07175385292466822,polarizability,NEDC,positive
0.4266480849819379,0.0985344450280997,-0.12226680632110423,pka_strongest_basic,DHAP,positive
0.41851359926476933,0.11125037228557517,-0.15988806363938046,pka_strongest_basic,CMBT,positive
0.41016274252912804,0.049721140891238996,-0.041916431764033195,polarizability,DAN,negative
0.4003550573798152,0.0985344450280997,-0.12226680632110423,polar_surface_area,DHAP,positive
0.39771116820334024,0.11125037228557517,-0.15988806363938046,donor_count,CMBT,positive
0.3961251373456118,0.0006805551062039492,0.01254411137645929,polarizability,NEDC,negative
0.392673163680152,0.09296726911759978,-0.07581762756006401,polarizability,ClCCA,positive
0.38946725221641654,-0.0487569738096421,0.020673901945826176,polar_surface_area,CHCA,negative
0.38662019757892535,0.0014960040897646488,0.013539774359272895,physiological_charge,DHB,negative
0.3811898279557284,0.013066832810959614,-0.01028771054180096,acceptor_count,DHAP,negative
0.36687769919950336,0.0985344450280997,-0.12226680632110423,donor_count,DHAP,positive
0.36228076067352927,0.18797345557125017,-0.2017118097748576,pka_strongest_acidic,pNA,positive
0.360417033830161,0.06519206191350113,-0.08970207156649078,polarizability,9AA,positive
0.35948243360036697,0.08426438530869361,-0.16523185742833765,donor_count,DAN,positive
0.35925543099955776,0.013066832810959614,-0.01028771054180096,polarizability,DHAP,negative
0.3536570960176393,0.019617068436154055,-0.011791486355113226,donor_count,NOR,negative
0.34981958847789596,-0.015227627070932089,0.02776610761040261,donor_count,9AA,negative
0.33689086998688644,0.07136119470587683,-0.10601771865965844,pka_strongest_basic,DHB,positive
0.33385853342139826,0.18797345557125017,-0.2017118097748576,physiological_charge,pNA,positive
0.3275921267690109,0.18797345557125017,-0.2017118097748576,donor_count,pNA,positive
0.32726225685539384,-0.015227627070932089,0.02776610761040261,acceptor_count,9AA,negative
0.32280942842452776,0.06519206191350113,-0.08970207156649078,physiological_charge,9AA,positive
0.322278200855268,-0.015227627070932089,0.02776610761040261,physiological_charge,9AA,negative
0.32062725842865936,0.06519206191350113,-0.08970207156649078,acceptor_count,9AA,positive
0.3198261506157669,0.10639105823720717,-0.11834037623258772,donor_count,CHCA,positive
0.31533342477886644,0.0985344450280997,-0.12226680632110423,pka_strongest_acidic,DHAP,positive
0.31281645306337796,0.18797345557125017,-0.2017118097748576,polar_surface_area,pNA,positive
0.3122984397164289,0.049721140891238996,-0.041916431764033195,donor_count,DAN,negative
0.3114673591754782,0.08426438530869361,-0.16523185742833765,physiological_charge,DAN,positive
0.3106802270308524,0.10639105823720717,-0.11834037623258772,physiological_charge,CHCA,positive
0.3095975557585713,0.07136119470587683,-0.10601771865965844,polar_surface_area,DHB,positive
0.3076341646463534,0.019617068436154055,-0.011791486355113226,physiological_charge,NOR,negative
0.29765578374761764,0.049509043611459996,-0.027112008441908055,polarizability,MAPS,positive
0.2846718773765804,-0.0487569738096421,0.020673901945826176,physiological_charge,CHCA,negative
0.284400161086399,0.049721140891238996,-0.041916431764033195,polar_surface_area,DAN,negative
0.281785845990529,0.019617068436154055,-0.011791486355113226,polarizability,NOR,negative
0.27605118000218837,0.0014960040897646488,0.013539774359272895,donor_count,DHB,negative
0.2729071029769471,-0.015227627070932089,0.02776610761040261,polar_surface_area,9AA,negative
